,title,star,review,Cleaned
941,حسنی مصطفی,3.0,در وسط شهر خرم اباد یا همان میدان ۲۲ بهمن پارک زیبایی وجود دارد .و در وسط ان دریاچه کوچکی وجود دارد که اب ان از چشمه های کف در یاچه و کوههای مخملی تامین میشود به خاطر کبودی اب در یاچه به ان کیو یا کبود او میگویند زیبایی خاصی دارد. مخصوصا برای یک استراحت کوتاه مدت بین روز و صرف چایی و صبحانه و یا عصرانه انتخاب بسیار خوبی است.البته اگر قصد شب ماندن را دارید در همین پارک و اطراف ان کسانی ایستاده اند و سوئیت و اتاق اجاره میدهند.,در وسط شهر خرم اباد یا همان میدان 22 بهمن پارک زیبایی وجود دارد و در وسط ان دریاچه کوچکی وجود دارد که اب ان از چشمه های کف در یاچه و کوههای مخملی تامین میشود به خاطر کبودی اب در یاچه به ان کیو یا کبود او میگویند زیبایی خاصی دارد مخصوصا برای یک استراحت کوتاه مدت بین روز و صرف چایی و صبحانه و یا عصرانه انتخاب بسیار خوبی است البته اگر قصد شب ماندن را دارید در همین پارک و اطراف ان کسانی ایستاده اند و سوییت و اتاق اجاره میدهند 
942,mohammad jaberi,2.0,دریاچه زیبایی هست اما یک مشکل عمده که نه فقط دریاچه بلکه همه پارک های خرم آباد دارند، نبود توالت و سرویس بهداشتی و محل شستشو است. آن تعداد مکان هایی که سرویس بهداشتی دارند، وضعیت مناسبی ندارند و با نبود سرویس بهداشتی و محل شستشو زیاد تفاوتی ندارد. تنها علتی که دو ستاره دادم همین است. مردم خرم آباد بسیار مهربان، بسیار مهمان نواز، صبور و دوست داشتی هستند. از همه خرم آبادی های خونگرم سپاسگذارم.,دریاچه زیبایی هست اما یک مشکل عمده که نه فقط دریاچه بلکه همه پارک های خرم آباد دارند نبود توالت و سرویس بهداشتی و محل شستشو است آن تعداد مکان هایی که سرویس بهداشتی دارند وضعیت مناسبی ندارند و با نبود سرویس بهداشتی و محل شستشو زیاد تفاوتی ندارد تنها علتی که دو ستاره دادم همین است مردم خرم آباد بسیار مهربان بسیار مهمان نواز صبور و دوست داشتی هستند از همه خرم آبادی های خونگرم سپاسگذارم 
943,Hamed Zohrabian,5.0,یکی زیباترین دریاچه های طبیعی در تمام ایران دریاچه کیو هست؛هر زمان و ساعتی میشه کناره این دریاچه کیاو رنگ(:در زبان لری به معنای کبود رنگ)لذت برد,یکی زیباترین دریاچه های طبیعی در تمام ایران دریاچه کیو هست؛هر زمان و ساعتی میشه کناره این دریاچه کیاو رنگ smiley در زبان لری به معنای کبود رنگ لذت برد
944,Omid Oraei,5.0,"بینهایت عالی و چشم نواز , شهر خرم اباد یکی از اون شهرهایی هست که اگر یک ماه هم طبیعطش رو بگردی باز هم کلی جاها میمونه که نرفتی !",بینهایت عالی و چشم نواز شهر خرم اباد یکی از اون شهرهایی هست که اگر یک ماه هم طبیعطش رو بگردی باز هم کلی جاها میمونه که نرفتی 
945,mojtaba rahimi,4.0,یکی از بهترین جاهاییه که میتونین کنارش استراحت کنید و چادر بزنید ، از شنا توی دریاچه پرهیز کنید ، رستوران و فست فود اطراف دریاچه هست ولی بعضی از اونها قیمت خیلی بالایی دارند. سر و صدا در طول روز در این منطقه نسبتا زیاده,یکی از بهترین جاهاییه که میتونین کنارش استراحت کنید و چادر بزنید از شنا توی دریاچه پرهیز کنید رستوران و فست فود اطراف دریاچه هست ولی بعضی از اونها قیمت خیلی بالایی دارند سر و صدا در طول روز در این منطقه نسبتا زیاده
946,علی عبدالهی,5.0,دریاچه کیو در شمال غربی شهر خرم آباد واقع شده و تنها دریاچه ی طبیعی ایرانه که در در میان بافت شهری قرار دارد ، در کنار دریاچه ی کیو بوستان کیو قرار دارد که برای شب مانی و کمپ زدن بسیار مناسب است ، بوستان کیو دارای شهر بازی کودکان ، ورزش های آبی ، جت اسکی ، قایق سواری موتوری و پدالی ، اسکی روی ، شاتل آبی و ..‌. میباشد ، دریاچه کیو هر ساله میزبان موجودات آبزی ، پرندگان بومی و مهاجر است ، بوفه های مواد غذایی و سرویس بهداشتی از دیگر امکانات این مکان زیبا است . لطفا در حفظ طبیعت و پاکیزگی آن کوشا باشیم ، ممنونم,دریاچه کیو در شمال غربی شهر خرم آباد واقع شده و تنها دریاچه ی طبیعی ایرانه که در در میان بافت شهری قرار دارد در کنار دریاچه ی کیو بوستان کیو قرار دارد که برای شب مانی و کمپ زدن بسیار مناسب است بوستان کیو دارای شهر بازی کودکان ورزش های آبی جت اسکی قایق سواری موتوری و پدالی اسکی روی شاتل آبی و ‌ میباشد دریاچه کیو هر ساله میزبان موجودات آبزی پرندگان بومی و مهاجر است بوفه های مواد غذایی و سرویس بهداشتی از دیگر امکانات این مکان زیبا است لطفا در حفظ طبیعت و پاکیزگی آن کوشا باشیم ممنونم
947,akbar dorri,3.0,به قصد رفتن به این مکان صرف وقت و هزینه ارزش ندارد اما در صورتی که در مسیر رفتن به استان‌های دیگر قرار گرفتید دیدن این دریاچه ارزشمند است.,به قصد رفتن به این مکان صرف وقت و هزینه ارزش ندارد اما در صورتی که در مسیر رفتن به استان‌های دیگر قرار گرفتید دیدن این دریاچه ارزشمند است 
948,Mahdi kabiri,3.0,مرکز شهر خرم اباد دریاچه بسیار زیبا و کوچک که به راستی نبض حیاتی شهر خرم اباد و البته نگین زیبای این شهر بود، پارک حاشیه دریاچه مناسب نشستن بود و شلوغ، هوا و چشم انداز خیلی خوب، فروشگاه های مورد نیاز هم دور و برش بود همچنین یه شهربازی هم برای بچه ها داشت که بچه ها رو میشد سرگرم کرد,مرکز شهر خرم اباد دریاچه بسیار زیبا و کوچک که به راستی نبض حیاتی شهر خرم اباد و البته نگین زیبای این شهر بود پارک حاشیه دریاچه مناسب نشستن بود و شلوغ هوا و چشم انداز خیلی خوب فروشگاه های مورد نیاز هم دور و برش بود همچنین یه شهربازی هم برای بچه ها داشت که بچه ها رو میشد سرگرم کرد
949,Rahim Riahynia,4.0,دریاچه ی کیو در پارک بسیار بزرگ و زیبایی واقع شده و در اون قایق سواری میکنند، ولی چون اطرافش رو سنگفرش و پیاده رو سازی کردند ، از اون حالت طبیعی خودش دراومده.خوشبختانه این پارک و دریاچه خیلی تمیزه. اگه به این مکان رفتید ، حتما یه سری به رستوران قزل پارک بزنید، غذاهاش فوقالعاده و بینظیر است.,دریاچه ی کیو در پارک بسیار بزرگ و زیبایی واقع شده و در اون قایق سواری میکنند ولی چون اطرافش رو سنگفرش و پیاده رو سازی کردند از اون حالت طبیعی خودش دراومده خوشبختانه این پارک و دریاچه خیلی تمیزه اگه به این مکان رفتید حتما یه سری به رستوران قزل پارک بزنید غذاهاش فوقالعاده و بینظیر است 
950,javad askari,5.0,بسیار جای زیبا ودیدنی ومردمان دوست داشتنی,بسیار جای زیبا ودیدنی ومردمان دوست داشتنی
951,M Alami,4.0,این دریاچه درست در مرکز شهر خرم‌آباد قرارگرفته در بلوار جام جم. وارد بلوار زند می‌شوید تا به میدان کیو برسید، سپس وارد بلوار جام جم بشوید. کیو از دریاچه‌های طبیعی و خودجوش خرم‌آباد است. تا سال ۱۳۸۹ آب دریاچه در پاییز خشک می‌شد، اما از آن سال به بعد با عملیات عمرانی شهرداری آب سرچشمه دائمی گلستان در زیر قلعه فلک‌الأفلاک، به سمت این دریاچه هدایت شد و دریاچه حالا در همه فصول سال پرآب است. اهمیت دریاچه کیو برای خرم‌آبادی‌ها فقط یک دریاچه نیست. این دریاچه همراه خاطرات مردم خرم‌آباده و با تاریخ و فرهنگ و سرزندگی مردم خرم‌آباد گره‌خورده.,این دریاچه درست در مرکز شهر خرم‌آباد قرارگرفته در بلوار جام جم وارد بلوار زند می‌شوید تا به میدان کیو برسید سپس وارد بلوار جام جم بشوید کیو از دریاچه‌های طبیعی و خودجوش خرم‌آباد است تا سال 1389 آب دریاچه در پاییز خشک می‌شد اما از آن سال به بعد با عملیات عمرانی شهرداری آب سرچشمه دایمی گلستان در زیر قلعه فلک‌الافلاک به سمت این دریاچه هدایت شد و دریاچه حالا در همه فصول سال پرآب است اهمیت دریاچه کیو برای خرم‌آبادی‌ها فقط یک دریاچه نیست این دریاچه همراه خاطرات مردم خرم‌آباده و با تاریخ و فرهنگ و سرزندگی مردم خرم‌آباد گره‌خورده 
952,Roya,5.0,مکانی دوست داشتنی و زیبا و ارامش بخش,مکانی دوست داشتنی و زیبا و ارامش بخش
953,Sailor Unknown,4.0,راننده های خرم آباد اصلا خوب رانندگی نمیکنن اگه رفتید واقعا مواظب باشید😐😐♥️راجع به دریاچه هم اگه توی روشنی برید خوش میگذره …,راننده های خرم آباد اصلا خوب رانندگی نمیکنن اگه رفتید واقعا مواظب باشید emoji emoji emoji راجع به دریاچه هم اگه توی روشنی برید خوش میگذره …
954,karim fatehi,5.0,دریاچه کیو (به لری: سراو کیاو) دریاچه‌ای طبیعی است که در شمال غرب خرم‌آباد واقع شده‌است. مساحت دریاچه ۷ هکتار و عمق آن بین ۳ تا ۷۷ متر است. این دریاچه که یکی از دریاچه‌های طبیعی درون‌شهری ایران به‌شمار می‌رود، زیستگاهی مناسب برای جانوران آبزی و پرندگان بومی و مهاجر است و نیز با وجود امکانات تفریحی و وجود شهر بازی و چشم‌اندازهای طبیعی متعددی که در اطراف آن وجود دارند از ارزش توریستی درون‌شهری قابل  ملاحظه‌ای برخوردار شده‌است. آب این دریاچه از سرچشمه‌های موجود در مخمل کوه، چشمه گلستان و نیز از طریق چشمه‌های کف دریاچه تأمین می‌شود,دریاچه کیو به لری سراو کیاو دریاچه‌ای طبیعی است که در شمال غرب خرم‌آباد واقع شده‌است مساحت دریاچه 7 هکتار و عمق آن بین 3 تا 77 متر است این دریاچه که یکی از دریاچه‌های طبیعی درون‌شهری ایران به‌شمار می‌رود زیستگاهی مناسب برای جانوران آبزی و پرندگان بومی و مهاجر است و نیز با وجود امکانات تفریحی و وجود شهر بازی و چشم‌اندازهای طبیعی متعددی که در اطراف آن وجود دارند از ارزش توریستی درون‌شهری قابل ملاحظه‌ای برخوردار شده‌است آب این دریاچه از سرچشمه‌های موجود در مخمل کوه چشمه گلستان و نیز از طریق چشمه‌های کف دریاچه تامین می‌شود
955,Travel Guid,5.0,دریاچه فصلی و طبیعی کیو خرم‌آباد یکی از منحصربه فردترین و زیباترین دریاچه‌های خود جوش استان لرستان و غرب کشور است که در شمال غربی شهر خرم‌آباد و در کنار بوستانی به همین نام واقع شده است و آب این دریاچه از سرچشمه‌های موجود در مخمل‌کوه از طریق چشمه‌های کف دریاچه تامین می‌شود و بعد از قلعه تاریخی فلک‌الافلاک از پربازدیدترین جاهای دیدنی خرم‌آباد است. مساحت دریاچه کیو حدود هفت هکتار و عمق آن در نقاط مختلف دریاچه بین سه تا هفت متر متغییر است و این دریاچه مکان زیبایی برای تفریح خانواده‌ها و جوانان برای قایق‌سواری و انجام ورزش‌های آبی است. کیو در گویش لری مردمان خرم‌آباد به معنی رنگ کبود و آبی تیره است و دلیل نامگذاری آن به نام کیو نیز به خاطر رنگ دریاچه به هنگام پرآبی است که به دلیل زلالی آب و وجود گونه‌های گیاهی در آن رنگ کبودی را به خود می‌گیرد.آغاز ساخت‌ دریاچه‌ کیو خرم‌آباد به سال ۱۳۵۲ برمی‌گردد. دریاچه کیو خرم‌آباد از جاذبه‌های زیبای این شهر در سال‌های نخست دهه ۵۰ دوران شهرداری مرحوم علی‌محمد ساکی ساخته شد. در گذشته محل این دریاچه چشمه‌ای به نام سراب کیو بود که اکنون نیز بخش اعظم آب دریاچه از این چشمه واقع در شمال شرقی آن تأمین می‌شود. این دریاچه از ارزش‌های توریستی درون شهری برخوردار است و به لحاظ ویژگی‌های خاص خود می‌تواند به عنوان یکی از مراکز جذب توریست تبدیل شود.,دریاچه فصلی و طبیعی کیو خرم‌آباد یکی از منحصربه فردترین و زیباترین دریاچه‌های خود جوش استان لرستان و غرب کشور است که در شمال غربی شهر خرم‌آباد و در کنار بوستانی به همین نام واقع شده است و آب این دریاچه از سرچشمه‌های موجود در مخمل‌کوه از طریق چشمه‌های کف دریاچه تامین می‌شود و بعد از قلعه تاریخی فلک‌الافلاک از پربازدیدترین جاهای دیدنی خرم‌آباد است مساحت دریاچه کیو حدود هفت هکتار و عمق آن در نقاط مختلف دریاچه بین سه تا هفت متر متغییر است و این دریاچه مکان زیبایی برای تفریح خانواده‌ها و جوانان برای قایق‌سواری و انجام ورزش‌های آبی است کیو در گویش لری مردمان خرم‌آباد به معنی رنگ کبود و آبی تیره است و دلیل نامگذاری آن به نام کیو نیز به خاطر رنگ دریاچه به هنگام پرآبی است که به دلیل زلالی آب و وجود گونه‌های گیاهی در آن رنگ کبودی را به خود می‌گیرد آغاز ساخت‌ دریاچه‌ کیو خرم‌آباد به سال 1352 برمی‌گردد دریاچه کیو خرم‌آباد از جاذبه‌های زیبای این شهر در سال‌های نخست دهه 50 دوران شهرداری مرحوم علی‌محمد ساکی ساخته شد در گذشته محل این دریاچه چشمه‌ای به نام سراب کیو بود که اکنون نیز بخش اعظم آب دریاچه از این چشمه واقع در شمال شرقی آن تامین می‌شود این دریاچه از ارزش‌های توریستی درون شهری برخوردار است و به لحاظ ویژگی‌های خاص خود می‌تواند به عنوان یکی از مراکز جذب توریست تبدیل شود 
956,faeze kamalian,4.0,مکان دیدنی و بسیار زیبایی هست ولی متاسفانه دولت امکانات زیادی بهش نداده ولی درکل خوبه و حتما 1 بار باید بهش سر بزنید,مکان دیدنی و بسیار زیبایی هست ولی متاسفانه دولت امکانات زیادی بهش نداده ولی درکل خوبه و حتما 1 بار باید بهش سر بزنید
957,behzad haghi,3.0,دلنشین و پر از زیبایی 🍀⚘🍁✔ …,دلنشین و پر از زیبایی emoji ⚘ emoji ✔ …
958,داریوش خواجوی,4.0,خوب بود ولی برای مسافرانی که قصد دارند شب را در خرم اباد سپری کنند بهترین جا از لحاظ اب و هوا و گردشگری دریاچه کیو است,خوب بود ولی برای مسافرانی که قصد دارند شب را در خرم اباد سپری کنند بهترین جا از لحاظ اب و هوا و گردشگری دریاچه کیو است
959,EYE AWAKE,3.0,بهترین دریاچه ایرانه تنها بدی که داره جای پارک ماشین نیست,بهترین دریاچه ایرانه تنها بدی که داره جای پارک ماشین نیست
960,فرشته یار احمدی,5.0,مکانی فوق‌العاده زیبا داخل شهر,مکانی فوق‌العاده زیبا داخل شهر
961,Saggad Fallahi,5.0,این دریاچه جای بسیار لذت بخش است این یک مکان تفریحی گردشگری بسیار زیباست در اطراف این دریاچه رستوران های و مکان های تفریحی وجود دارد,این دریاچه جای بسیار لذت بخش است این یک مکان تفریحی گردشگری بسیار زیباست در اطراف این دریاچه رستوران های و مکان های تفریحی وجود دارد
962,Meisam Nezam,5.0,مکانی بسیار زیزا خاطره انگیز، آرام و به دوراز هر نوع ناملایمتی و سروصدای شهری. یکبار امتحان کنی عاشقش میشی,مکانی بسیار زیزا خاطره انگیز آرام و به دوراز هر نوع ناملایمتی و سروصدای شهری یکبار امتحان کنی عاشقش میشی
963,En Beshkani,4.0,بسیار زیبا بود اما امکانات رفاهی مثل سرویس بهداشتی و رستوران و... ضعیف. بسیار ضعیف. اگر جایی توریستی هست باید این امکانات در اون باشه,بسیار زیبا بود اما امکانات رفاهی مثل سرویس بهداشتی و رستوران و ضعیف بسیار ضعیف اگر جایی توریستی هست باید این امکانات در اون باشه
964,Bakhtyar,1.0,بجز فضای سبز خوبش بقیه امکاناتش ضعیف است.عدم دسترسی نزدیک به سرویس بهداشتی و عدم بهداشت آب دریاچه پر از جلبک بود,بجز فضای سبز خوبش بقیه امکاناتش ضعیف است عدم دسترسی نزدیک به سرویس بهداشتی و عدم بهداشت آب دریاچه پر از جلبک بود
965,shahrokh,2.0,دریاچه بسیار زیبا و آرام. در کنار کوههای زیبای اطراف خرم آباد مناظر بسیار زیبایی را برای این شهر دویت داشتنی پدید آورده است,دریاچه بسیار زیبا و آرام در کنار کوههای زیبای اطراف خرم آباد مناظر بسیار زیبایی را برای این شهر دویت داشتنی پدید آورده است
966,namafun,5.0,بی نظیره خرم آباد رفتید یه سر حتما بزنید,بی نظیره خرم آباد رفتید یه سر حتما بزنید
967,میرصابر فارسی بناب,5.0,عالی عالی ،، حتما یه سر بزنید,عالی عالی حتما یه سر بزنید
968,as asasa,1.0,عالی بود,عالی بود
969,Fahimeh,4.0,بسیار زیبا و تمیز اگر بروجرد رفتید حتما از دریاچه کیو دیدن کنید. در مرکز شهر هم هست,بسیار زیبا و تمیز اگر بروجرد رفتید حتما از دریاچه کیو دیدن کنید در مرکز شهر هم هست
970,Nima Amrai,3.0,لطفاً مواظب دزدان باشید گوشی موبایل به کسی ندهید . مواظب اشیاء گران قیمت باشید . از خودرو خود دور نشوید ,لطفاً مواظب دزدان باشید گوشی موبایل به کسی ندهید مواظب اشیاء گران قیمت باشید از خودرو خود دور نشوید
971,سعید کوشکی,4.0,بی نظیر، زیبا و کم هزینه . امنیت بالا . جای چادر زدن دسترسی به امکانات . و ...,بی نظیر زیبا و کم هزینه امنیت بالا جای چادر زدن دسترسی به امکانات و 
972,Ali khedry,3.0,دریاچه خوبیه ولی باید بهش بیشتر برسن چراغ کم داره و تو شب دید خوبی نداره,دریاچه خوبیه ولی باید بهش بیشتر برسن چراغ کم داره و تو شب دید خوبی نداره
973,khalil Ebrahimi,5.0,عالی بود شب‌ها خیلی باحاله,عالی بود شب‌ها خیلی باحاله
974,melika,5.0,بسیار زیبا و دیدنی,بسیار زیبا و دیدنی
975,shima Tavakoli,3.0,بسیار زیبا و با صفا کنار دریاچه می توانید نهار میل کنید و از طبیعت لذت ببرید,بسیار زیبا و با صفا کنار دریاچه می توانید نهار میل کنید و از طبیعت لذت ببرید
976,vahid shekarbeigi,5.0,مکان تفریحی، سرسبز و زیبا,مکان تفریحی سرسبز و زیبا
977,erfan,4.0,این منطقه بسیار بسیار عالیست من کیف کردم پیشنهاد میکنم حتما بروید ولذت ببرید.,این منطقه بسیار بسیار عالیست من کیف کردم پیشنهاد میکنم حتما بروید ولذت ببرید 
978,Havre,4.0,عالی است ولی کاش میتونستی شنا بکنی,عالی است ولی کاش میتونستی شنا بکنی
979,Soha rmz,5.0,کیو یعنی کبود ... برای کسایی که نمیدونن گفتم، خود محلی ها هم معنیش رو نمیدونستن,کیو یعنی کبود برای کسایی که نمیدونن گفتم خود محلی ها هم معنیش رو نمیدونستن
980,abolfazl ypr,3.0,خوب بود ،دسترسی راحت نبود محلی ها در ادرس دادن کمک زیادی میکردن.,خوب بود دسترسی راحت نبود محلی ها در ادرس دادن کمک زیادی میکردن 
981,بهنام دهکردی,5.0,مکانی زیبا در قلب لرستان,مکانی زیبا در قلب لرستان
982,masih masiha,4.0,محلی زیبا و پر شر و شور که خستگی را از تن هر رهگذری به در می کند,محلی زیبا و پر شر و شور که خستگی را از تن هر رهگذری به در می کند
983,mohammad,1.0,خیلی شلوغ بود,خیلی شلوغ بود
984,Vahid Mahdavi,3.0,انتظار یک دریاچه طبیعی رو نباید داشت چون کاملا شبیه یک پارک هست با یک دریاچه داخلش,انتظار یک دریاچه طبیعی رو نباید داشت چون کاملا شبیه یک پارک هست با یک دریاچه داخلش
985,meysam piry,4.0,بد نبود اما رویایی هم نبود.برای لرستان کم بود.البته شبش خنکتر بود.و ما در شهریور امدیم اینجا ,بد نبود اما رویایی هم نبود برای لرستان کم بود البته شبش خنکتر بود و ما در شهریور امدیم اینجا
986,mohammad forootan,4.0,"شب هنگام, زمان بهتری برای دیدن این دریاچه است.",شب هنگام زمان بهتری برای دیدن این دریاچه است 
987,داوود جعفری,5.0,به علت واقع بودن در مرکز شهر و زیبایی خاص این دریاچه,به علت واقع بودن در مرکز شهر و زیبایی خاص این دریاچه
988,shams yousef,4.0,جای بسیار زیایی هستش ..پیشنهاد میکنم برید ببینید و از طبیعتش لذت ببرین 🌷🌷🌷 …,جای بسیار زیایی هستش پیشنهاد میکنم برید ببینید و از طبیعتش لذت ببرین emoji emoji emoji …
989,Shayan RJB,5.0,بسیار زیبا و چشم نواز,بسیار زیبا و چشم نواز
990,Ali 2020,5.0,عالی,عالی
991,عباس رضایی,5.0,دریاچه ای زیبا و بسیار مناسب جهت پیاده روی و ورزشهای هوازی.,دریاچه ای زیبا و بسیار مناسب جهت پیاده روی و ورزشهای هوازی 
992,reza azimi,5.0,بسیار پارک خوبی هست بزرگ و دارای قایق سواری,بسیار پارک خوبی هست بزرگ و دارای قایق سواری
993,mehrdad ahmadi,4.0,یکی از مکان های گردشگری و پیاده‌روی بسیار زیبا در شهرستان خرم آباد,یکی از مکان های گردشگری و پیاده‌روی بسیار زیبا در شهرستان خرم آباد
994,mohamad s,5.0,👌 …,None
995,پسر لکستانی,4.0,بسیار زیباست,بسیار زیباست
996,Hasan Mahmodi,4.0,بسیار تمیز و تایم صبحانه هوایی بسیر دل انگیز داشت,بسیار تمیز و تایم صبحانه هوایی بسیر دل انگیز داشت
997,mohammad,3.0,زمانی ک رفتیم سیل بود سطح دریاچه به شدت بالا بود,زمانی ک رفتیم سیل بود سطح دریاچه به شدت بالا بود
998,صافکاری امین نثاری,5.0,جای خیلی جالب و قشنگ و پر از آرامش,جای خیلی جالب و قشنگ و پر از آرامش
999,امیر هوشمند,5.0,واقعا جای قشنگیه,واقعا جای قشنگیه
1000,Ashkan,3.0,بسیار شلوغ اما نسبتا با صفا، در کل بد نیست.,بسیار شلوغ اما نسبتا با صفا در کل بد نیست 
1001,mohsen salar,4.0,دریاچه کیو به زبان محلی کیو یعنی کبود که رنگ دریاچه هست,دریاچه کیو به زبان محلی کیو یعنی کبود که رنگ دریاچه هست
1002,ali s.a,4.0,خوب بود ولی جا برای عالی شدن خیلی داره,خوب بود ولی جا برای عالی شدن خیلی داره
1003,mojtaba rahimi,4.0,خوبه یکم امنیتش و زیاد کنن بهتر هم میشه,خوبه یکم امنیتش و زیاد کنن بهتر هم میشه
1004,reza zendeel,4.0,ی جای خوب برای مسافر های گذری با دسترسی ب هر امکاناتی,ی جای خوب برای مسافر های گذری با دسترسی ب هر امکاناتی
1005,hamid shjaee,3.0,در مقایسه با پارک‌های بعدی بد نبود,در مقایسه با پارک‌های بعدی بد نبود
1006,Megdad Soltani,4.0,باصفاست قایق حتما سوار شین شبها خیلی شلوغ میشه,باصفاست قایق حتما سوار شین شبها خیلی شلوغ میشه
1007,مرتضی فخار,3.0,این دریاچه چهره شهر را بی نهایت. زیبا کرده,این دریاچه چهره شهر را بی نهایت زیبا کرده
1008,fateme nobakhti,5.0,بد نبود،وسط شهر خرم آباده...در حد پارک ملت تهرانه!,بد نبود وسط شهر خرم آباده در حد پارک ملت تهرانه 
1009,Mohammad Gh,4.0,دارای امکانات قایقرانی پدالی، شهر بازی و...,دارای امکانات قایقرانی پدالی شهر بازی و 
1010,GAN VARGAN,3.0,دریاچه از پارک دور بود ولی در کل خوب بود ,دریاچه از پارک دور بود ولی در کل خوب بود
1011,Mahmoud M,5.0,فوق العاده است یه جای عالی برای گشت و گذار,فوق العاده است یه جای عالی برای گشت و گذار
1012,AmZAEIin MIR,5.0,دریاچه فوق العاده زیبا و معروف در مرکز شهر,دریاچه فوق العاده زیبا و معروف در مرکز شهر
1013,SADEGH,5.0,دریاچه ای طبیعی در داخل شهر بسیار زیبا,دریاچه ای طبیعی در داخل شهر بسیار زیبا
1014,Mostafa ,5.0,واقعا پارک بی نظیریه,واقعا پارک بی نظیریه
1015,تکاور مدافع حرم,1.0,خیلی جای بدیه تا حالا نرفتم,خیلی جای بدیه تا حالا نرفتم
1016,Ali ,2.0,خاطره ب یاد ماندنی بود لذت بردم,خاطره ب یاد ماندنی بود لذت بردم
1017,بزرگ خرم ابادی,4.0,خوشگل ترین دریاچه شهری ایران,خوشگل ترین دریاچه شهری ایران
1018,Roya ,4.0,فقط جای پارک راحت پیدا نمی کنید,فقط جای پارک راحت پیدا نمی کنید
1019,Ehsan Ebrahimi,3.0,خیلی قشنگه دریاچه و درختان زیبا قایق سواری و....,خیلی قشنگه دریاچه و درختان زیبا قایق سواری و 
1020,Ali Fata,4.0,جای خوب و عالی با امکانات تفریحی,جای خوب و عالی با امکانات تفریحی
1021,باسم البوعلی,5.0,عالی بود جای قشنگیه و خوش آب و هوا,عالی بود جای قشنگیه و خوش آب و هوا
1022,امیر کرموند,5.0,غروب پاییزی دریاچه کیو واقعا عالی....,غروب پاییزی دریاچه کیو واقعا عالی 
1023,Arman,5.0,درياچه بسيار زيبا و سرزنده كه به انسان حس آرامش و زندگي ميده,دریاچه بسیار زیبا و سرزنده که به انسان حس آرامش و زندگی میده
1024,مقداد صفری سیاهکل,3.0,عالی. اما به پای دریاچه لاهیجان نمیرسه,عالی اما به پای دریاچه لاهیجان نمیرسه
1025,farshad rezaei,5.0,واقعا قشنگه . دریاچه گهر هم عالیه,واقعا قشنگه دریاچه گهر هم عالیه
1026,Vahid Nava,5.0,کلا خرم آباد یکی از زیباترین شهرهای کشوره❤,کلا خرم آباد یکی از زیباترین شهرهای کشوره❤
1027,A.Tavoosi,4.0,خوب بود دریاچه ای درمیان شهر,خوب بود دریاچه ای درمیان شهر
1028,mohammad momeni,3.0,دریاچه مصنوعی اما زیبا و خوش آب و هوا,دریاچه مصنوعی اما زیبا و خوش آب و هوا
1029,IH,5.0,عالیه . شهر خرم آباد با مردم خوب,عالیه شهر خرم آباد با مردم خوب
1030,Iraj,5.0,عالی بسیار زیبا و آرامش بخش...بسیار دیدنی,عالی بسیار زیبا و آرامش بخش بسیار دیدنی
1031,Hosein Hamedi,5.0,یک محیط خوب و مفرح برای رفع خستگی,یک محیط خوب و مفرح برای رفع خستگی
1032,مصطفی ملکی,5.0,جایی بسیار زیبا و دل نشین,جایی بسیار زیبا و دل نشین
1033,Ali Ferdosi,4.0,عالی زیبا خوب بردید اگه بروید,عالی زیبا خوب بردید اگه بروید
1034,rasool amiri,5.0,عالی,عالی
1035,Javad Abbasi,5.0,این همه آب وسط شهر فوق العادس,این همه آب وسط شهر فوق العادس
1036,sajjad ghorbni,5.0,مکان خوبیع برا تفریح اخر هفته,مکان خوبیع برا تفریح اخر هفته
1037,Hamid Eftekhari,5.0,خیلی با حال بود,خیلی با حال بود
1038,Ahmad Romiani,5.0,بسیار زیبا با هوایی دلپذیر,بسیار زیبا با هوایی دلپذیر
1039,AmirGP,4.0,مکان خوبی برای قدم زدنه,مکان خوبی برای قدم زدنه
1040,Ahmad Mehdibagher,1.0,یه پارک ساده بود.,یه پارک ساده بود 
1041,esfandiar nazari,5.0,یه پاک عالی وسط شهر,یه پاک عالی وسط شهر
1042,reza emamgholi zadeh,2.0,تابستان خیلی گرم بود,تابستان خیلی گرم بود
1043,مرتضی حاجیوند,5.0,عالی,عالی
1044,زهره نعمت الهی,5.0,عالی، محشر،حتما برید؟,عالی محشر حتما برید 
1045,Elnaz mahdavi,5.0,لرستان کلا جاذبه هاش دیدنیهههه,لرستان کلا جاذبه هاش دیدنیه
1046,Mohammad Kh,4.0,دریاچه ای زیبا درمرکز شهر خرم آباد,دریاچه ای زیبا درمرکز شهر خرم آباد
1047,Kourosh Mobini,4.0,اطراف دریاچه برای پیاده‌روی عالی است,اطراف دریاچه برای پیاده‌روی عالی است
1048,محمد جواد حیدری,2.0,دریاچه کیو,دریاچه کیو
1049,arash maleki,4.0,😍 😍 😍 😍 …,None
1050,Alireza Ghahremani,4.0,دریاچه ای زیبا ولی خیلی کوچک,دریاچه ای زیبا ولی خیلی کوچک
1051,Mohsen Khaksar,4.0,عالیه عاای,عالیه عاای
1052,Fatima Mazarei,3.0,مناسب برای پیاده روی.,مناسب برای پیاده روی 
1053,حمیدرضا تلاندشتی,3.0,هم جوار پارک کیو میباشد,هم جوار پارک کیو میباشد
1054,Shahin,4.0,زیبا بود,زیبا بود
1055,narges Akrami,1.0,جالب نبود,جالب نبود
