Id,title,star,review,Cleaned,label
1217,Mojtaba Nabizadeh,5,مکانی زیبا دیدنی آبشارهای زیبا قشنگ هست دره‌ای عمق ده کیلومتر جاده آسفالته هست تنگه توابع شهرستان یاسوج واقع استان کهگیلویه بویراحمد دمایی خنک مطبوع تابستان مکان خوبی گردشگری پای آبشارهای زیبا سکوهایی درختان نشستن گردشگران ساخته‌اند رفتن آبشار پله‌های آجر سیمان تعبیه راحتی بالاترین ارتفاع آبشار برود عکاسی خاطراتی ماندگار,مکانی زیبا دیدنی آبشارهای زیبا قشنگ هست دره‌ای عمق ده کیلومتر جاده آسفالته هست تنگه توابع شهرستان یاسوج واقع استان کهگیلویه بویراحمد دمایی خنک مطبوع تابستان مکان خوبی گردشگری پای آبشارهای زیبا سکوهایی درختان نشستن گردشگران ساخته‌اند رفتن آبشار پله‌های آجر سیمان تعبیه راحتی بالاترین ارتفاع آبشار برود عکاسی خاطراتی ماندگار,1
1218,M Bozorgzadeh,5,تنگه حوزه استان هست ک اگه یاسوج ساعت مسیر داره مسیر دسترسی آسفالت داره دل جنگل زیبای بلوط زاگرس پیچ خم بل شیب تند چشم نواز لذت ببرید ن بد بیراه بگین تنگه رزبا امکانات متوسط داره ک ارزش داره,تنگه حوزه استان هست ک اگه یاسوج ساعت مسیر داره مسیر دسترسی آسفالت داره دل جنگل زیبای بلوط زاگرس پیچ خم بل شیب تند چشم نواز لذت ببرید ن بد بیراه بگین تنگه رزبا امکانات متوسط داره ک ارزش داره,1
1219,mehrad abghari,4,خوبه مخصوصان اگه جاده خاکی بالاش برین س چشمه کنین دره نوردی میخواد وسایل باشید آبشار اصلی دره اطرفش زیباس اخر هفته نرین شلوغه,خوبه مخصوصان اگه جاده خاکی بالاش برین س چشمه کنین دره نوردی میخواد وسایل باشید آبشار اصلی دره اطرفش زیباس اخر هفته نرین شلوغه,1
1220,ehsan daneshvar,4,خوبی هست احتیاط برانید,خوبی هست احتیاط برانید,1
1221,Iman R,5,محل استراحت مانی چادر مسیر کوهنوردی سبک کوتاه 15 دقیقه بدلیل قرارگیری ابشار تنگه هوای تنگه خنک شنا حوضچه ایجاد مسیر تنگه عالیه ابی سرد فصل سفر بهار اوایل تابستان هست,محل استراحت مانی چادر مسیر کوهنوردی سبک کوتاه 15 دقیقه بدلیل قرارگیری ابشار تنگه هوای تنگه خنک شنا حوضچه ایجاد مسیر تنگه عالیه ابی سرد فصل سفر بهار اوایل تابستان هست,1
1222,Mohsen panahi,4,تنگ تامرادی طبیعتی بکر زیبا آبشار وآبی زلال خنک میتونه گزینه سفر گذروندن روز تابستانی جذاب باشه,تنگ تامرادی طبیعتی بکر زیبا آبشار وآبی زلال خنک میتونه گزینه سفر گذروندن روز تابستانی جذاب باشه,1
1223,ميلاد سليميان,5,هست مقدار پیاده داره,هست مقدار پیاده داره,1
1224,ahmad hallaji,1,تاحالا ندیده بودم واسه یه حق چادر زدن 17 هزارتومن پرداخت خجالت آوره رسیدیم تنگ قیمت حالمون بدشد راهو برگشتیم,تاحالا ندیده بودم واسه یه حق چادر زدن 17 هزارتومن پرداخت خجالت آوره رسیدیم تنگ قیمت حالمون بدشد راهو برگشتیم,-1
1225,بردیا بردیا,2,گرچه طبیعی وباصفایی امارسیدگی وامکانات درحدصفر,گرچه طبیعی وباصفایی امارسیدگی وامکانات درحدصفر,-1
1226,Alireza Mohammadi,4,شلوغی خالی نشستن خانواده شنا آب آبشار لذت ارزش یکبار بازدید,شلوغی خالی نشستن خانواده شنا آب آبشار لذت ارزش یکبار بازدید,1
1227,Esmail Saffari,3,خوبیه مسیرش مشکل پیچ تند ارزش داره سطح بهداشت نظافتش چنگی ب دل نمیزنه بهش برسن,خوبیه مسیرش مشکل پیچ تند ارزش داره سطح بهداشت نظافتش چنگی ب دل نمیزنه بهش برسن,0
1228,Bij Bijqr,2,راهش صعب العبور هست وقتای شلوغ نرید گیرتون نمیاد امکانات خاصی نداره جاش باصفاس خانوادگی برید,راهش صعب العبور هست وقتای شلوغ نرید گیرتون نمیاد امکانات خاصی نداره جاش باصفاس خانوادگی برید,-1
1229,الف ب,4,شهرستان خرامه بکر ترین زیبا ترین مناطق زاگرس هست کوهای زیبا جنگل چاتلانقوش بادام ارژن,شهرستان خرامه بکر ترین زیبا ترین مناطق زاگرس هست کوهای زیبا جنگل چاتلانقوش بادام ارژن,1
1230,Mohammad Safavi,4,جالبه جادش قشنگه مسیر آبشارها آبشاراش ابزار کوهنوردی داره درکل توصیه میشه,جالبه جادش قشنگه مسیر آبشارها آبشاراش ابزار کوهنوردی داره درکل توصیه میشه,1
1231,Amin Goltaji,3,احتیاط پیچ خطر ناکی داره پراید اصلا نرین اونجا کا نمیکشه,احتیاط پیچ خطر ناکی داره پراید اصلا نرین اونجا کا نمیکشه,0
1232,Arash Peik,5,جاده بکر خوب اون آبشار جاده هست آلاچیق سکو داره قشنگتره آبشار میره توی فرعی,جاده بکر خوب اون آبشار جاده هست آلاچیق سکو داره قشنگتره آبشار میره توی فرعی,1
1233,Majid Rah,5,طبیعتی مسیری شگفت انگیز,طبیعتی مسیری شگفت انگیز,1
1234,عبداله چراغی,4,زیباترین جادهای مسیر یاسوج رودخونه زیبا مسیر داره,زیباترین جادهای مسیر یاسوج رودخونه زیبا مسیر داره,1
1235,Hossein Rezvan,5,باهوای خوب طبیعتی دلپذیر,باهوای خوب طبیعتی دلپذیر,1
1236,Iman Karvanian,4,96 رفتم خوب آب احتملا امسال دیگه اب,96 رفتم خوب آب احتملا امسال دیگه اب,1
1237,Iman Rahimi,5,زیبا روز کاری وسط هفته خلوت باشه لذت باشه,زیبا روز کاری وسط هفته خلوت باشه لذت باشه,1
1238,nj r,4,آبشاری زیبا طبقه میشه اونجاخوابید,آبشاری زیبا طبقه میشه اونجاخوابید,1
1239,امین بخت دار,5,جنوب جنوب غربی,جنوب جنوب غربی,1
1240,afshin backup,2,دم آبشار خوب باصفا پایین شلوغ زباله,دم آبشار خوب باصفا پایین شلوغ زباله,-1
1241,Ghodrat Fani,3,مسیر پیچ خمی داره دیدنش ارزه,مسیر پیچ خمی داره دیدنش ارزه,0
1242,سیلاری 22,1,ازنظر نظافت ضعیف هزینه پارکینگ اضافه دریافت,ازنظر نظافت ضعیف هزینه پارکینگ اضافه دریافت,-1
1243,Rasool Hemati,5,زیباست آبشار تامردای آبشار بلند زیبای توصیه میکنم,زیباست آبشار تامردای آبشار بلند زیبای توصیه میکنم,1
1244,محمود شجاعی,5,فوقالعاده زیبا ابشار سر داره سرویس بهداشتی سکو چادر زدن,فوقالعاده زیبا ابشار سر داره سرویس بهداشتی سکو چادر زدن,1
1245,Amin bigharar88,5,وایی عجب,وایی عجب,1
1246,Amin Vaziri,4,تجربه خوب مسیر دسترسی سخت ارزش داره,تجربه خوب مسیر دسترسی سخت ارزش داره,1
1247,Vahid Soltani,5,خوب,خوب,1
1248,bernard dada,5,معرکه شرایط بمونید,معرکه شرایط بمونید,1
1249,morteza oji,5,,None,1
1250,mehdi javidan,3,درود زیبا دیدنی برگشت زباله گردشگران فراموش نشود emoji emoji emoji emoji …,درود زیبا دیدنی برگشت زباله گردشگران فراموش نشود emoji emoji emoji emoji …,0
1251,Habib Dadkhah,4,مفرح تجربه فرود معلق ابشار,مفرح تجربه فرود معلق ابشار,1
1252,veterinary medicine,1,توجه جاده پیچ خمش جالبی,توجه جاده پیچ خمش جالبی,-1
1253,sara samar,1,ابشار انچنانی نداشت چقدرهم مسیرش بد,ابشار انچنانی نداشت چقدرهم مسیرش بد,-1
1254,Hossein Mirshekar,4,آبشاری زیبا نهار مسیر شیب,آبشاری زیبا نهار مسیر شیب,1
1255,sepehr saeedi,3,تنگ تامرادی یاسوج ابتدای تابستان بیشترین جذابیت داراست,تنگ تامرادی یاسوج ابتدای تابستان بیشترین جذابیت داراست,0
1256,علی شیروی,5,زیبا,زیبا,1
1257,همیاران جوان,5,تجربه سفر خوب رقم زد برامون,تجربه سفر خوب رقم زد برامون,1
1258,masoud tafazoly,5,زیبایی جاده دسترس 29 مهر,زیبایی جاده دسترس 29 مهر,1
1259,محمدرسول رفعت پناه,5,دوسدارم برم انشالله اخر خرداد رفتم emoji emoji …,دوسدارم برم انشالله اخر خرداد رفتم emoji emoji …,1
1260,محمد سلطانی,5,العاده ایه کسایی ک عاشق شنا,العاده ایه کسایی ک عاشق شنا,1
1261,مختار مظفری مظفری,5,دلنشینی ماههای اردیبهشت خرداد,دلنشینی ماههای اردیبهشت خرداد,1
1262,مهدی الشریفي,4,,None,1
1263,mohsen mehrad,4,مخصوصا خردادماه,مخصوصا خردادماه,1
1264,Asma Taheriyan,4,عالیه ارزش صدبار داره,عالیه ارزش صدبار داره,1
1265,Maryam Amini,4,طبیعت آبشاری زیبا جاده پیچ خم,طبیعت آبشاری زیبا جاده پیچ خم,1
1266,عباس قاسمی,5,خنک,خنک,1
1267,Yavar Azad,5,یاسوج رودخانه چیتاب,یاسوج رودخانه چیتاب,1
1268,مهرداد برزین,5,دیدنی استان کهگیلویه بویراحمد,دیدنی استان کهگیلویه بویراحمد,1
1269,ابراهیم زمانی,4,زیبا اب هوایی تابستان,زیبا اب هوایی تابستان,1
1270,Omid Mohaghegh,2,چی خوب مسیر بد,چی خوب مسیر بد,-1
1271,Hassan Mousavian,1,دفتر املاک‌موسویان خدمت دوستان میباشد,دفتر املاک‌موسویان خدمت دوستان میباشد,-1
1272,javad ghazi,4,,None,1
1273,مهدی عباسپور,4,,None,1
1274,Ali Ebrahim Zadeh,5,مکان سرسبز و‌خنک آبشارهای زیبا,مکان سرسبز و‌خنک آبشارهای زیبا,1
1275,وحید آیتی,5,,None,1
1276,hi tech,1,شلوغ فروشگاه‌های خوبی نداشت,شلوغ فروشگاه‌های خوبی نداشت,-1
1277,Milad Mobasseri,5,زیبا پیشنهاد برید,زیبا پیشنهاد برید,1
1278,eli rah,4,دره فنی زیبا بینظیر,دره فنی زیبا بینظیر,1
1279,محمد حسین رحیمی,3,خوب,خوب,0
1280,Hadi Daneshpoor,4,یه ناهار خانواده دوستان خوبه,یه ناهار خانواده دوستان خوبه,1
1281,Amin naderi,1,قسمت انتهای تنگه بشدت کثیف,قسمت انتهای تنگه بشدت کثیف,-1
1282,عباس کشاوی,5,عجب جایای اگه دل تنگی بیا,عجب جایای اگه دل تنگی بیا,1
1283,hamid moballegh,5,چشم انداز,چشم انداز,1
1284,mohammad,4,نرفتم ادرسشو میخواستم,نرفتم ادرسشو میخواستم,1
1285,Mojtaba Reisi,4,هست,هست,1
1286,Abdolah Mohammadpor,5,خوب,خوب,1
1287,ebi ghasemi,5,مکان زیبا اب,مکان زیبا اب,1
1288,Msg 1002003,3,جالب دیدنی,جالب دیدنی,0
1289,Bagheri Yaghob,4,منطقه خانواده,منطقه خانواده,1
1290,Mohamad S,5,زیبا دیدنی آب,زیبا دیدنی آب,1
1291,Hossin momeni,5,زیبا وجذاب,زیبا وجذاب,1
1292,محمد مشیریان,5,عالیه,عالیه,1
1293,ahmadreza yazdandoost,3,خوب زیبا,خوب زیبا,0
1294,Saeid Baroonian,5,زیبا جاده ی بد,زیبا جاده ی بد,1
1295,mohammad Alboghobeysh,5,دیدنی جذاب,دیدنی جذاب,1
1296,ahmad roshani,5,,None,1
1297,Shahab Masoomzade,2,جاده دسترسی پیچهای خطرناکی,جاده دسترسی پیچهای خطرناکی,-1
1298,ebi as,4,زیابا آب هوای,زیابا آب هوای,1
1299,amin ebrahimi,5,,None,1
1300,majid Soheilinia,5,آبشار العاده زیبایی هست,آبشار العاده زیبایی هست,1
1301,حسین جان نثاری,5,ابشار زیبا داره,ابشار زیبا داره,1
1302,Samin Haghgooie,4,مسیر العاده زیبا بکر,مسیر العاده زیبا بکر,1
1303,Reyhane Shahidy,4,,None,1
1304,arash farokhi,4,,None,1
1305,محسن بهارلوئی,5,,None,1
1306,rostam afshar,1,بد,بد,-1
1307,ولی نشاطی,5,خوب,خوب,1
1308,Amiraalistore,5,بهشت,بهشت,1
1309,ali zare,5,,None,1
1310,Saeed Izady,4,العادست ندینش,العادست ندینش,1
1311,Abbas Taheri,5,برید,برید,1
1312,Esmail Ebrahim,4,,None,1
1313,Omid Eram,5,,None,1
1314,Reza Mahmoudi Rizi,5,اا,اا,1
1315,reisi F.M,5,خوبه,خوبه,1
1316,mohammad ghafuori,4,,None,1
1317,Saeed Rahimi,5,پیمایش سرد,پیمایش سرد,1
1318,Mahdi GH,5,,None,1
1319,Mehdi Moafi,4,دیدنی,دیدنی,1
1320,ahmad oveydi,4,واقعاً,واقعاً,1
1321,saed alipour,3,منطقه بکر زیبا,منطقه بکر زیبا,0
1322,zahed nowbahar,5,زیبا,زیبا,1
1323,Masi Dav,5,العاده س,العاده س,1
1324,ermia Khorram,5,آبشارهای قشنگی داره,آبشارهای قشنگی داره,1
1325,Bahram Zare,4,بخاط شنا وداشتن اب,بخاط شنا وداشتن اب,1
1326,Hamidreza Amiri,4,زیبا دلچسب,زیبا دلچسب,1
1327,Hamid Tamorady,4,,None,1
1328,Javad Jami,4,,None,1
1329,davood ahmadi,5,حرف نداره,حرف نداره,1
1330,Kamal Naeini,5,,None,1
1331,فاضل محمدی,3,,None,0
1332,esmaeil salighehzade,5,باصفا خوب زیبا,باصفا خوب زیبا,1
1333,جواد زارعی,5,آبشارهای طبیعی بکر,آبشارهای طبیعی بکر,1
1334,hosein mohebalizadeh,4,,None,1
1335,Mostafa Akbari,1,امکاناتش,امکاناتش,-1
1336,matin montazery,2,جالب,جالب,-1
1337,مجید خراسانیها,5,عالیه,عالیه,1
1338,محمد امین,5,,None,1
1339,محمد طاهری,5,عالیه,عالیه,1
1340,ارشیا زارع,5,عالیه,عالیه,1
1341,Amir As,4,,None,1
1342,حامد فاطمی,4,عالیه,عالیه,1
1343,masih bahmani,4,درسته,درسته,1
1344,Aghil Nezami,3,اوکی,اوکی,0
1345,Mojtaba Salehi,5,,None,1
1346,mogtaba brahime,4,زیبا,زیبا,1
1347,mogtaba brahime,5,بهشته,بهشته,1
1348,man maa,4,,None,1
1349,Nima Rafeie,5,,None,1
1350,Mohammad amin Anoosheh,3,رفتند خوب,رفتند خوب,0
1351,morteza karame,5,اقامت مانی,اقامت مانی,1
1352,Roya shiva,4,زیبا,زیبا,1
1353,‫شهرام امینی ولاشانی (داراب),4,زیباترین آبشار ایران,زیباترین آبشار ایران,1
1354,Ali Rezaei,5,پهلوان,پهلوان,1
1355,علی کاشانی,3,بعدنیست بروید,بعدنیست بروید,0
1356,حسین طوطی,3,طبیعت زیبا,طبیعت زیبا,0
1357,mohammad reza sadeghian,4,زیبا,زیبا,1
1358,Abel Nariman,3,کوتاه هیجان‌انگیز,کوتاه هیجان‌انگیز,0
1359,Abdoreaza Dehghan,1,واقعا دیدنی,واقعا دیدنی,-1
1360,asghar khosravi,5,مکانی,مکانی,1
1361,Jafar abedini,5,,None,1
1362,s.mahmoud jazayeri,5,گردشگری آبشار,گردشگری آبشار,1
1363,ایمان نیازی,4,,None,1
1364,اصغر کریمی,3,,None,0
1365,mohsen faghiholeslam,3,تنگ تامرادی,تنگ تامرادی,0
1366,masoud d,4,منطقه زیبل,منطقه زیبل,1
1367,ahlem helaoui,5,یه خوب طبیعت العاده آب هست صخره گذرد,یه خوب طبیعت العاده آب هست صخره گذرد,1
1368,Mohamad Mahdi Sabeti,4,فضای زیبا مث دربند تهران ورودی ماشین 50 تومن فضای نشستن آلاچیق داره,فضای زیبا مث دربند تهران ورودی ماشین 50 تومن فضای نشستن آلاچیق داره,1
1369,Leila R,5,آبشار زیباهست مسیر سرسبز آبشار آبشار زیباتر هست,آبشار زیباهست مسیر سرسبز آبشار آبشار زیباتر هست,1
1370,حسن شورکی,2,صفایی دوست داشتید میتونید برید یه نگاه بندازید برگردید موندن هست چادر خودتون,صفایی دوست داشتید میتونید برید یه نگاه بندازید برگردید موندن هست چادر خودتون,-1
1371,atefeh kalantari,4,نزدیکی آبشار میشه ماشین یه مقدار پیاده‌روی داره مسیر سنگفرش داره جاها آب مسیر سنگفرش احتمال خیس زدن کفش زیاده آزاردهنده فضاش پیک‌نیک جوج زدن emoji طبیعت‌گردیه مسیرش کوتاهه بچه کوچیک راحت میشه طبیعیه رود آبشار خنک‌تره لازمه لباس بچه‌ها همراهمون باشه سوپر مارکت فست‌فود رستوران کبابی هست نوروز 1402 ورودی ماشین 50 تومن,نزدیکی آبشار میشه ماشین یه مقدار پیاده‌روی داره مسیر سنگفرش داره جاها آب مسیر سنگفرش احتمال خیس زدن کفش زیاده آزاردهنده فضاش پیک‌نیک جوج زدن emoji طبیعت‌گردیه مسیرش کوتاهه بچه کوچیک راحت میشه طبیعیه رود آبشار خنک‌تره لازمه لباس بچه‌ها همراهمون باشه سوپر مارکت فست‌فود رستوران کبابی هست نوروز 1402 ورودی ماشین 50 تومن,1
1372,farzad f,1,متاسفاته طبیعت زیبای اطراف آبشار اجاره محوطه شرکتهای خصوصی حالت طبیعی خارج شلوغ حدودی کثیف میباشد ورودی ماشین فروردین 1402 مبلغ 40 تومن کرایه چادر محوطه تومن,متاسفاته طبیعت زیبای اطراف آبشار اجاره محوطه شرکتهای خصوصی حالت طبیعی خارج شلوغ حدودی کثیف میباشد ورودی ماشین فروردین 1402 مبلغ 40 تومن کرایه چادر محوطه تومن,-1
1373,Jaber Dehghan,5,دقیقا آبشار برید حس واقعیش لمس میکنید خنک زلال,دقیقا آبشار برید حس واقعیش لمس میکنید خنک زلال,1
1374,فاطمه احمدی,1,رغم زیبایی آبشار طبیعت شهر یاسوج مزاحمت خیابانی وحشتناک خودرو واقعا آرامش آدم میگرفت اصلا مکان مناسبی خانم اگه میرید یه وسیله دفاعی اسپری فلفل باهاتون باشه تقریبا توی پنجاه هفت مزاحمت کلامی ماشینایی فرمون میگیرن پلیس هیچکاری نمیکنه,رغم زیبایی آبشار طبیعت شهر یاسوج مزاحمت خیابانی وحشتناک خودرو واقعا آرامش آدم میگرفت اصلا مکان مناسبی خانم اگه میرید یه وسیله دفاعی اسپری فلفل باهاتون باشه تقریبا توی پنجاه هفت مزاحمت کلامی ماشینایی فرمون میگیرن پلیس هیچکاری نمیکنه,-1
1375,maryam taherpour,2,محیط زیباست رسیدگی بهداشت واقعا جالب سرویس بهداشتی خانم‌ها قفل سرویس آقایون دسترسه همونم تمیز,محیط زیباست رسیدگی بهداشت واقعا جالب سرویس بهداشتی خانم‌ها قفل سرویس آقایون دسترسه همونم تمیز,-1
1376,مهدی قاسمی,1,زیبا دیدنی پارکینگ کثیف آب مدفوع انسان دیده مواد مخدر کشند,زیبا دیدنی پارکینگ کثیف آب مدفوع انسان دیده مواد مخدر کشند,-1
1377,وحید جوکار,5,فضای سبز جالب ‌و دیدنی خشکسالی‌ خدا شکر داری آب هوای خنک سر شار آب فراوان شهر یاسوج فاصلهء تقریبا 15 کیلومتری شهر واقع توصیه میکنم,فضای سبز جالب ‌و دیدنی خشکسالی‌ خدا شکر داری آب هوای خنک سر شار آب فراوان شهر یاسوج فاصلهء تقریبا 15 کیلومتری شهر واقع توصیه میکنم,1
1378,Mohammad M,3,طبیعت سرسبز آب سرد زلال گوارا صخره زیبا بلند ابراز خوشبختی مردم قدر طبیعت دانند,طبیعت سرسبز آب سرد زلال گوارا صخره زیبا بلند ابراز خوشبختی مردم قدر طبیعت دانند,0
1379,Mersana,1,خنده ترین آبشار دیدم 100 لوله انتقال آب لیز آب سختی رفتیم آخر یه آبشار مسخره طبیعت محل منتهی شهر شهر,خنده ترین آبشار دیدم 100 لوله انتقال آب لیز آب سختی رفتیم آخر یه آبشار مسخره طبیعت محل منتهی شهر شهر,-1
1380,amirali soheili,2,نمیشه ابشار اونقدر ابش کمه ابنماست,نمیشه ابشار اونقدر ابش کمه ابنماست,-1
1381,Jahanbakhsh Parsimehr,4,موارد سرویس بهداشتی سیستم روشنایی هست داره,موارد سرویس بهداشتی سیستم روشنایی هست داره,1
1382,محمدامین حمیدی,5,مکان وهواعوض آبشاریاسوج مانصف رسیدیم پولی بابت ورودی وجاندادیم وکاملارایگان,مکان وهواعوض آبشاریاسوج مانصف رسیدیم پولی بابت ورودی وجاندادیم وکاملارایگان,1
1383,Mr Jf,3,اوکی ٬ یه قسمتی دیوار شبیه آبشار بشه تصوری داشتم,اوکی ٬ یه قسمتی دیوار شبیه آبشار بشه تصوری داشتم,0
1384,Samane rezaei,1,اصلا خوب شلوغ پول گرفتن نبودن پول ندادن نمیدونم چی بگم ورودی پول میگرفتن میگفتن ژرنگ باشی گیرت میاد واقعا انتظار نداشتم مردم یاسوج گند ترین جهان,اصلا خوب شلوغ پول گرفتن نبودن پول ندادن نمیدونم چی بگم ورودی پول میگرفتن میگفتن ژرنگ باشی گیرت میاد واقعا انتظار نداشتم مردم یاسوج گند ترین جهان,-1
1385,Hassan Jamshidi,3,روزهای غیر تعطیل خوبه مشکل اصلی ویراژ موتور ماشین پلاک یاسوج هست ورودی داخل مجموعه آرامش بهم میزنند اقلیت انگشت مدیریت مجموعه براش فرهنگ اصالت مردم یاسوج لطمه میزنند,روزهای غیر تعطیل خوبه مشکل اصلی ویراژ موتور ماشین پلاک یاسوج هست ورودی داخل مجموعه آرامش بهم میزنند اقلیت انگشت مدیریت مجموعه براش فرهنگ اصالت مردم یاسوج لطمه میزنند,0
1386,afg captain,2,باصفاییه آبش العاده سرد حدی پای آدم یخ میزد سرویس بهداشتیش اصلا معلوم کجاست,باصفاییه آبش العاده سرد حدی پای آدم یخ میزد سرویس بهداشتیش اصلا معلوم کجاست,-1
1387,Taniin F,5,اب وهوای خنک مردمان خونگرم وطبیعت زیبا,اب وهوای خنک مردمان خونگرم وطبیعت زیبا,1
1388,mohsen mehrad,4,خوب آب مرداد 1401 خرداد آبشار صفایی,خوب آب مرداد 1401 خرداد آبشار صفایی,1
1389,Ali Eranian,1,دیگه آشناس براتون آبشار یاسوج تجربه هاتون بگید,دیگه آشناس براتون آبشار یاسوج تجربه هاتون بگید,-1
1390,Abolfazl Mazloomi,3,شهروند یاسوج پیشنهاد نمیکنم ایام تعطیلات بهار آبشار یاسوج بروید محیط شلوغ میشه پارک سخت میکنید مزیت آبشار درختان هوای خنک منطقه هست ظهر تابستان اقامت خوبیه ارتفاع آبشار کمه انتظار آبشار بلند آب نداشته باشید محل پارک ماشین آبشار 200 پیاده هست بالای تپه مسیر پیاده داره میونید بوته تمشک فصل تمشک بچینید پیشنهاد اگه میخواهید دنج خلوت تری نزدیکی یاسوج انتخاب تنگ گنجه تنگ سرریز بروید فصل بهار سد شاه قاسم گزینه خوبی میشه دورتر اونا آبشار تامرادی بلندتر قشنگتر هست,شهروند یاسوج پیشنهاد نمیکنم ایام تعطیلات بهار آبشار یاسوج بروید محیط شلوغ میشه پارک سخت میکنید مزیت آبشار درختان هوای خنک منطقه هست ظهر تابستان اقامت خوبیه ارتفاع آبشار کمه انتظار آبشار بلند آب نداشته باشید محل پارک ماشین آبشار 200 پیاده هست بالای تپه مسیر پیاده داره میونید بوته تمشک فصل تمشک بچینید پیشنهاد اگه میخواهید دنج خلوت تری نزدیکی یاسوج انتخاب تنگ گنجه تنگ سرریز بروید فصل بهار سد شاه قاسم گزینه خوبی میشه دورتر اونا آبشار تامرادی بلندتر قشنگتر هست,0
1391,mjavad ashraf,5,آبشار زیبا رویایی دسترسی آسان,آبشار زیبا رویایی دسترسی آسان,1
1392,Hamid Rs,4,آبشار یاسوج آبشارهای ایران آب چشمه‌هایی دل کوه‌های زاگرس جوشیده کیلومتری شمال شهر یاسوج ارتفاع آبشار ده چشم‌انداز آبشار نهرهای آب بستر مارپیچمشبک باغ‌های میوه مراتع سرسبز گل‌های رنگارنگ آبشار یاسوج فصل بهار تابستان پاییز پذیرای گردشگران آبشارهای استان آبشار بهرام بیگی آبشار صخره‌های سنگی واقع ازمارگون آبشار بن رود سخت توف‌شاه آبشار شاه آبشار بن رود ازچندین چشمه تشکیل 20 ارتفاع منطقه زیبایی پدید آورده,آبشار یاسوج آبشارهای ایران آب چشمه‌هایی دل کوه‌های زاگرس جوشیده کیلومتری شمال شهر یاسوج ارتفاع آبشار ده چشم‌انداز آبشار نهرهای آب بستر مارپیچمشبک باغ‌های میوه مراتع سرسبز گل‌های رنگارنگ آبشار یاسوج فصل بهار تابستان پاییز پذیرای گردشگران آبشارهای استان آبشار بهرام بیگی آبشار صخره‌های سنگی واقع ازمارگون آبشار بن رود سخت توف‌شاه آبشار شاه آبشار بن رود ازچندین چشمه تشکیل 20 ارتفاع منطقه زیبایی پدید آورده,1
1393,Hesam Karami,2,خوبیه آشغال,خوبیه آشغال,-1
1394,arash musavi,3,آبشار یاسوج انتهای تنگه‌ای دست‌یابی آبشار مسیر 150 داخل تنگه لوله‌هایی ضخیم جنس فلز مسیر گذاشته به‌خاطر گردشگران پای داخل آب سرد رودخانه نکنند لوله‌ها رد لوله‌ها زشت جلوه تنگه تنگه شبیه «تنگه واشی» فیروزکوه کوتاه‌تر پیمودن مسیر آبشار پدیدار پیوستن چشمه بالادست کوه‌ها رودخانه آبی زلال,آبشار یاسوج انتهای تنگه‌ای دست‌یابی آبشار مسیر 150 داخل تنگه لوله‌هایی ضخیم جنس فلز مسیر گذاشته به‌خاطر گردشگران پای داخل آب سرد رودخانه نکنند لوله‌ها رد لوله‌ها زشت جلوه تنگه تنگه شبیه «تنگه واشی» فیروزکوه کوتاه‌تر پیمودن مسیر آبشار پدیدار پیوستن چشمه بالادست کوه‌ها رودخانه آبی زلال,0
